age,income,loan_amount,education,marital_status,employment_status,credit_score,income_2,default
43,28867.454051732977,10718.313159580792,Graduate,Single,Self-Employed,672.4040412073355,37700.78805228561,1
33,64596.078374443525,35264.09096598103,Graduate,Married,Salaried,717.5565995925082,56548.95080419789,0
37,33341.7151799607,4470.841186111038,PostGradute,Single,Salaried,774.4337347919384,22569.642157386537,0
33,103345.31706338834,51960.003975076106,HighSchool,Single,,593.13180290243,98415.42373210056,0
58,115481.42398101873,30336.408004809353,Graduate,Married,Salaried,633.5831940595156,100808.63791116157,0
39,27384.935067701237,10922.654422257923,HighSchool,Single,Salaried,665.8189181281155,32201.938679180756,1
29,16205.395354257096,25605.804400345536,Graduate,Single,Salaried,626.840452834663,10920.831839095768,0
48,44867.356097045464,-6744.035765836707,Graduate,Divorced,Unemployed,646.214686575105,37147.79314763359,0
27,121727.79697617995,11411.142891014018,Graduate,Single,Salaried,688.7909803137534,115788.31889069095,1
42,11828.044947501228,-3336.0195911205883,HighSchool,Married,Self-Employed,682.1454165683383,9214.453437748885,0
20,48771.07288497878,24258.308534320327,HighSchool,Single,Salaried,662.3666365152942,47594.26520913394,0
26,49923.900011277176,7441.338523680934,HighSchool,Single,Self-Employed,657.3865251632116,50035.227257726816,1
41,66046.50075634278,21243.988863065413,Graduate,Single,Unemployed,638.8064932753192,61657.73700114116,0
47,7053.281485133021,14453.321552159498,PostGradute,Married,Salaried,720.2261419723859,893.3743609462126,0
41,,,HighSchool,Married,Self-Employed,733.1694418296499,,0
38,119862.66031446225,26852.859432434627,Graduate,Single,Salaried,700.9407001804235,110402.47820822749,0
36,9903.228039007228,-6210.473608727582,PostGradute,Single,Salaried,592.5311706067023,5062.621764528359,1
25,13560.479584358098,-3279.565733142692,Graduate,Divorced,Unemployed,636.8894784982764,13595.758680920448,0
32,177708.85194307557,73628.56135365674,Graduate,Single,Salaried,659.9832979886443,159180.0972496434,0
35,9982.152737757895,10041.101073554897,Graduate,Divorced,Self-Employed,602.9652736038882,11437.425266605265,0
50,96339.4883878329,19690.663401603135,HighSchool,Single,Salaried,653.9541852364464,92501.32398786218,0
43,33891.047127677455,7312.250829426987,HighSchool,Married,Salaried,651.1110896267121,37805.59297265868,1
22,14199.848499718522,-13918.72316772042,HighSchool,Single,Salaried,704.2069087293615,10987.89537681063,0
43,102300.30008724245,38261.96365051082,PostGradute,Divorced,Self-Employed,625.0854780160685,103809.44274299165,1
36,29466.86627799779,23309.16236976874,PostGradute,Married,Salaried,708.1651444136847,30641.737466607276,0
33,36161.493455055905,-6948.872820075943,Graduate,Married,Self-Employed,602.1315981915307,34219.472910086915,0
46,22254.49795889039,12530.100465210962,HighSchool,Single,Salaried,609.1080401169323,30225.25268847606,0
50,44941.06713425393,27808.81810271216,HighSchool,Married,Salaried,631.0318846134006,43170.07743177515,1
49,8927.864880881569,-8503.140368441558,HighSchool,Married,Self-Employed,652.3935943332405,5889.634998699235,0
31,24803.545318173678,6337.862369114957,HighSchool,Single,Unemployed,529.1743799298702,24182.56801762245,0
36,174357.90209105719,67795.04149820493,Graduate,Single,Salaried,672.9648782705469,162945.16115093438,0
43,14929.294021200309,5804.930283177973,PostGradute,Divorced,Self-Employed,735.4671265872876,16051.062723113762,0
49,,,PostGradute,Single,Salaried,682.5634783988677,,0
35,19666.210219446355,-11508.652785234528,Graduate,Married,Self-Employed,639.4665036597419,18642.87954602774,1
38,74244.58453535826,18468.93868740983,HighSchool,Married,Unemployed,595.7704458865204,70983.05360895698,0
28,7013.338980506837,608.619738861433,HighSchool,Divorced,Unemployed,559.3488882125494,10651.828004127932,0
28,175030.52272121998,42942.45170214965,HighSchool,Divorced,Self-Employed,567.8488187642341,172215.19670569964,0
48,30237.54610823689,12882.659539086184,Graduate,married,Salaried,643.4580062496561,26462.492476745923,0
53,13462.677174886012,-828.6526236621303,Graduate,Single,Unemployed,755.3455009225635,13651.223347159861,0
39,3816.8861277968535,3280.881484737256,HighSchool,Divorced,Self-Employed,514.1463304684296,7637.3533586407575,0
50,9301.897005229697,-14524.125593452334,HighSchool,Single,Salaried,685.0108944617532,10486.563435353402,0
43,36674.91727147908,12465.851180129179,HighSchool,Married,Salaried,616.1142293807029,25530.724229061965,0
33,20549.25399025833,10563.93468786386,HighSchool,Married,Unemployed,633.2252520485829,24435.42609030252,0
43,88270.49420610788,49710.00579149376,HighSchool,Single,Unemployed,603.1150556727994,86471.37606937115,0
55,,,HighSchool,Divorced,Salaried,581.6280604256548,,0
39,14298.46184879255,5153.629537584229,HighSchool,Single,Self-Employed,656.281861933616,7622.785118086118,0
55,48004.94582867339,14607.036169879533,PostGradute,Married,Unemployed,663.1401743234835,46366.64821075059,0
13,61341.13034796724,-403.86960005725814,Graduate,Married,Salaried,683.4170029359645,62490.799997592025,0
48,9138.597384292341,-3472.674593902662,HighSchool,Married,Salaried,565.7378146945905,4278.764490561713,0
40,9173.263506538035,16140.430905641157,HighSchool,Single,Self-Employed,693.6986166739043,5611.877581989214,0
37,1868.0364004741368,14874.46448734286,HighSchool,Married,Salaried,694.5903777127592,6077.0301857884115,0
40,66666.50603949171,11184.50674252564,HighSchool,Divorced,Salaried,671.2246843215736,59997.66761366381,0
20,,,HighSchool,Single,Self-Employed,628.951919146577,,0
37,32182.70848176464,3485.131187692943,Graduate,Married,Unemployed,665.4215433594472,25400.47976214018,1
43,92949.62453380751,21359.16327380076,Graduate,Single,Self-Employed,641.9775471594838,97401.83614371296,0
54,81909.91605846757,34158.0105623727,Graduate,Married,Self-Employed,698.4258164992503,80417.53408138698,0
34,44016.55068179608,34611.82324504487,HighSchool,Divorced,Salaried,631.6727851036609,40538.74826417544,1
31,101350.53132645013,27203.83941826185,Graduate,Married,Salaried,655.4012215038334,94071.1288074666,0
34,11523.592518528678,-1512.1342062547496,HighSchool,Married,Self-Employed,563.0838997514429,4805.589776865311,0
89,5934.651069514229,4602.985835601365,HighSchool,Married,Salaried,665.2649894595111,5087.418059898138,0
43,15718.390286405396,8611.345226305264,Graduate,Married,Unemployed,612.5222774547632,18257.761178035358,0
34,2939.0553364981356,-1628.5042235070978,Graduate,Single,Salaried,675.6233108680285,-1256.9679167104405,0
45,37875.70214169719,8351.876959771236,PostGradute,Single,Salaried,689.4212447623917,36509.62264109424,0
40,137919.06027009833,63359.582415435245,Graduate,Married,Salaried,619.5013528952674,129186.1983833483,0
49,2006.9208204691117,7423.080202916429,PostGradute,Married,Unemployed,651.5594151233859,8807.15442732315,0
32,6511.693999155837,-7864.631524048547,PostGradute,Married,Salaried,658.7247455676629,3002.615479320391,0
36,30092.162415096547,19144.42613619659,Graduate,Single,Salaried,668.403186596666,32473.33366652587,0
36,135810.43269379972,39994.36019611414,Graduate,Single,Salaried,689.4928912821957,135990.02403882655,0
25,19001.28055283935,5124.674087235697,Graduate,Single,Unemployed,682.9505588181731,16165.563506309538,0
42,35386.12518856726,5219.616474110578,PostGradute,Divorced,Salaried,631.0054846375933,30673.93169088768,0
42,2123.086650052585,6142.634569746308,Graduate,Married,Salaried,729.9160964577052,6630.44391017309,0
40,8028.582566820946,-5461.04796516275,HighSchool,Single,Salaried,687.59937380604,-1278.9661335293122,0
37,215737.55422666893,74231.99755921503,Graduate,Single,Self-Employed,720.2572196126014,207103.64971084875,0
25,167790.21539099546,40415.69897483587,HighSchool,married,Salaried,667.335336168596,151524.09565725827,1
35,247.61114869138078,8797.35494642358,HighSchool,Single,Salaried,670.2902727639271,6347.288917088459,1
36,151632.03993394077,57258.86271389559,HighSchool,Divorced,Salaried,644.1404474297728,142789.95621495205,0
31,50960.48067842505,37222.225111162355,Graduate,Single,Self-Employed,627.8112760781153,47958.566190792444,0
38,101216.72834882553,39415.91512059602,PostGradute,Divorced,Self-Employed,698.7669090552184,92534.64588459586,0
44,30324.613454600476,10898.457833063429,HighSchool,Divorced,Self-Employed,663.2295312290709,20894.846465509392,0
58,36241.803434888556,10868.085641604823,HighSchool,Married,Unemployed,643.4218077243303,40759.015451304374,1
41,33554.274975443,7779.857652505316,HighSchool,Single,,598.8687507064299,31021.27368487438,0
42,54960.26185327917,24084.360495411427,Graduate,Single,Salaried,727.755776885406,68256.09179415535,1
39,7520.872710472859,-22270.49889247744,HighSchool,Married,Self-Employed,655.6312717316285,3093.9200596513742,0
20,1521.5990459985635,13373.960874303782,HighSchool,Married,Self-Employed,588.6638711390724,-1787.9515392143596,0
39,18403.404400689044,10652.652132764571,HighSchool,Single,Unemployed,654.0711232912262,12997.013607304729,0
40,60984.91737704197,6748.485521194578,HighSchool,Single,Salaried,639.9539781099719,57054.86871216644,0
64,11273.152721830518,-9317.110419033983,HighSchool,Married,Self-Employed,637.9026799927426,18585.584624661125,0
38,55955.92046659895,30665.90874551075,Graduate,Married,Salaried,678.8129900985683,58208.81112713742,0
43,175181.51951146047,72583.60058612871,HighSchool,Single,Unemployed,640.0230239284882,158899.67436796444,0
39,4930.319686089349,-9887.86515123446,Graduate,Single,Salaried,634.7250473959754,10704.40408077081,0
28,55828.95419522681,28977.84460391024,HighSchool,married,Salaried,718.1202368469429,56451.46291607111,0
51,29326.89198785868,9472.07315238213,HighSchool,Married,Salaried,563.0216512369009,30267.48652172486,0
47,101301.58110967583,15680.685603884303,HighSchool,Married,Salaried,647.4308846052861,92815.29788698988,1
47,9749.05495293219,6632.666539358278,Graduate,Married,Self-Employed,696.4425930329406,6212.050712148503,0
23,58984.49381901769,11365.31674847913,PostGradute,Single,Salaried,681.3466224446233,56720.60529419481,0
54,91043.54307988228,48787.17016848086,PostGradute,Single,Salaried,701.0024296638309,83725.55261574678,1
25,144671.61936901364,51373.226828871615,Graduate,Single,Unemployed,751.0785939942002,144001.19832100862,0
45,57481.81174923111,25559.343972844632,HighSchool,Divorced,Salaried,734.9475871945996,51627.94278114125,0
61,34375.63063057698,10469.510951066366,Graduate,Married,Self-Employed,592.2232643058562,22923.027234906705,1
78,48096.74277754707,35993.702763940295,Graduate,Single,Salaried,569.4648291946252,39184.62092185531,0
34,101591.64546839557,27532.317058882832,HighSchool,married,Salaried,666.3426203349258,90322.24633085146,0
40,42269.45460345029,-109.33277449401248,Graduate,Single,Unemployed,582.294115922119,38839.241505161146,0
34,1542.9158866952598,5049.770609062822,HighSchool,married,Self-Employed,553.6765339902462,2546.1002602071185,0
24,,,HighSchool,married,Salaried,665.8121428930793,,0
40,58482.87680055752,-2801.9971385364634,HighSchool,Single,,678.3522662742616,57863.277948989744,1
29,56429.877193974455,20644.42389247861,HighSchool,Single,Unemployed,735.5570322774506,52346.98321402232,0
44,12146.599900901198,,Graduate,Married,,688.4215534995212,10454.734932152955,0
30,53776.849683404434,14387.672388894402,HighSchool,Married,Salaried,745.9780042984822,59847.30707074431,0
55,25032.57824479294,-7100.359132428138,HighSchool,Married,Salaried,667.7777092667989,29807.737188857678,0
32,52667.55678436183,22827.478800360128,HighSchool,married,Self-Employed,593.1864880660321,52075.68135466656,1
36,5635.653439134802,24897.034760544113,Graduate,Married,Self-Employed,691.1093528085812,9937.223145564198,0
48,53624.615923292826,,Graduate,Single,Salaried,716.715654975991,41312.30929965969,1
27,372086.1454852203,101259.89845533593,HighSchool,Single,Self-Employed,669.5542198955786,349369.14511638205,0
42,2470.6499447150345,-14326.313926489729,HighSchool,Married,Salaried,722.527523267787,186.09987745193075,0
53,188993.15562811142,29446.51412382132,HighSchool,Single,Salaried,643.8374643481911,175489.66803661082,1
23,26120.284122729863,21637.765450363026,PostGradute,Married,Salaried,677.2949558557663,17085.583372550733,1
41,102301.67305078765,31745.858434369613,HighSchool,Single,Self-Employed,641.2833959329065,99289.30841107722,1
42,76251.50284671462,27584.304018740982,HighSchool,Single,Salaried,768.9521795698552,79367.66650080199,0
47,,,HighSchool,Single,Unemployed,692.0630343163606,,0
75,67056.33929263293,61.98451069160001,Graduate,Married,Self-Employed,594.1647434574396,66944.4325561712,0
26,105398.45504791698,25652.36342289536,Graduate,Single,Self-Employed,742.6298734237309,99915.86252558332,1
45,25887.503932435135,12456.410815116134,HighSchool,Married,,613.3410120821306,22384.934687429683,0
42,,,HighSchool,Married,Self-Employed,650.684797978327,,0
42,55069.815858615344,36036.74705609446,HighSchool,Married,,673.415039791283,45175.37036164671,0
43,82472.89214855367,43074.23131938015,Graduate,Married,Salaried,677.4995987421827,69032.23381139815,0
33,71834.1684410256,44572.179947928875,PostGradute,Single,Salaried,674.1861111744199,61030.96090942222,1
42,79928.27382238877,16476.190987292175,Graduate,Married,Salaried,593.3477247330273,80199.80002264978,0
42,28598.124837094325,-9535.17138411549,Graduate,Single,Salaried,674.3517317581055,27604.274129670044,0
32,85141.90531929316,16873.285503079525,HighSchool,Married,Unemployed,705.0322968567851,82767.49994956244,0
58,6403.548132678573,6461.7443774046715,Graduate,Single,Salaried,703.5932014997079,14467.98569333239,0
44,39316.781417214144,25826.28742108289,Graduate,Married,Self-Employed,584.9093703273982,31534.243973597677,0
28,288.7652758126927,7149.151966281055,HighSchool,Divorced,Self-Employed,617.2173559259486,6295.178857841397,0
46,19621.459547159393,3738.6721921909602,PostGradute,Married,Self-Employed,597.773917689956,16658.764499058278,0
30,22821.728131459306,-4723.617383798665,HighSchool,Married,Salaried,666.9906496000225,18938.837348652647,0
47,25223.35175943337,18391.840262928094,HighSchool,Married,Self-Employed,572.417610877622,24368.286057719717,0
51,59448.82510155721,16000.490983382493,Graduate,Single,Salaried,593.8628613859266,57665.06512487865,0
31,24596.767135570324,26509.98321803638,Graduate,Divorced,Salaried,616.7432505174385,22314.21808092561,0
49,29773.229278196424,,Graduate,Single,Self-Employed,560.1604943884639,31336.13931959476,0
44,13560.532436598896,22218.45710317142,HighSchool,married,Self-Employed,648.6100448070451,13308.721198824336,0
48,23360.52002753381,18028.66661823497,Graduate,Married,Salaried,544.6752380495952,21195.835942394817,0
58,12891.254876652441,1604.0191485824935,Graduate,Married,Unemployed,674.2672384771766,10165.271453920914,1
37,3800.654412769361,-4275.079578733978,HighSchool,Married,Salaried,630.1489180665563,4802.35402071914,0
32,46247.47976592281,10569.391314868102,PostGradute,Married,Salaried,618.8008396381779,37151.816640396144,0
31,55163.07375355345,30565.521016227394,Graduate,Married,Salaried,626.9625689215371,47032.60091597584,1
31,48312.18650742091,22537.54677053875,HighSchool,Single,Self-Employed,646.9806953852309,44059.326836068954,0
39,31133.88075084737,-1547.390519228371,Graduate,Married,Self-Employed,679.6433091371558,32301.562011752943,1
43,23884.517238994995,4484.211303902961,HighSchool,Married,Salaried,715.8548636798558,33404.541995669526,0
42,99510.63609473775,,HighSchool,Divorced,Salaried,700.6952907607478,93738.47611058285,1
48,,,HighSchool,Married,Self-Employed,761.5844161388309,,1
40,32617.719575762472,,PostGradute,Single,Salaried,683.7648604688725,27035.596048812848,0
54,1298.8276971007238,-9221.14747380687,HighSchool,Single,Salaried,657.0157551186967,4528.345560206839,0
37,20870.39407053988,-3795.076263577934,Graduate,Married,Self-Employed,627.1484090334186,14975.463822268148,0
67,23917.56824494026,-6465.394351203078,HighSchool,Single,Salaried,628.8100521528735,16192.963543301026,0
46,25443.27570989996,-6654.686875968038,Graduate,Single,Unemployed,676.9519013282961,27439.456432475356,0
31,43395.552743263535,3775.2066105961057,Graduate,Divorced,Salaried,600.0277929110898,43550.17541056492,0
29,38135.855217643446,3423.2447051847785,Graduate,Married,Self-Employed,661.4488069595968,28866.358742977285,0
44,46812.56791374099,35646.35274010928,HighSchool,Married,Salaried,649.0567552098058,39996.97279077553,0
37,72383.65643934406,6622.702669513315,Graduate,Single,Unemployed,613.5951471748856,74987.82450146433,1
47,83828.52007425824,32748.63243079709,PostGradute,Married,Salaried,597.4404853516909,83901.31542101703,0
44,63314.23719156955,14875.950844715398,Graduate,Single,Self-Employed,776.235875086592,54161.66775298518,0
39,155639.93625021027,60077.15349832365,HighSchool,Married,Self-Employed,580.1714416890854,137913.49266314085,0
31,920.0422291350013,-597.9343828962852,PostGradute,Single,Salaried,646.6120717826692,2216.6296969826085,0
24,10893.995535625647,-10351.296746812486,HighSchool,Divorced,Salaried,711.1291904078603,8868.955782650715,0
35,379.58092657078447,14572.329111415695,Graduate,Married,Self-Employed,676.4528432464139,1269.311363877603,1
48,52131.64632038758,23326.672383882793,PostGradute,Married,Unemployed,626.3232222022169,52698.373723587894,0
42,114154.10050332385,27407.65293797452,HighSchool,Married,Salaried,590.3926432227331,103665.04839117754,0
27,13951.467213888674,-4757.911498132669,HighSchool,Married,Salaried,656.4893221629762,11093.166220264746,1
41,130888.45831118594,37250.27532861293,HighSchool,Single,Unemployed,518.0242375432559,119848.74277709764,1
43,3107.995096936032,-9133.972521605112,Graduate,Married,Salaried,658.4933530197934,-1363.5798228132217,0
31,136236.44615000588,23236.55855070904,Graduate,Single,,651.741329344727,132248.41980912772,0
41,21664.12396532692,-4950.544707443054,HighSchool,Divorced,Self-Employed,703.50609642633,21301.260673782646,0
40,5347.023069596843,22539.766715416372,HighSchool,Divorced,Self-Employed,592.8330128457784,-2735.0369344366827,0
28,33264.12744497058,27085.311508227755,HighSchool,Single,Salaried,633.8264300076967,35226.439282304615,1
43,14837.928153908595,5043.095643189628,HighSchool,Divorced,Salaried,671.8450823418759,12345.681373322166,0
45,16764.749629583097,14322.045636850324,HighSchool,Single,Self-Employed,660.2783879351781,19782.339182243548,0
50,18357.18935806393,13668.26198203581,PostGradute,Single,Unemployed,582.867675154479,12365.639660429546,1
50,81234.15099827117,9709.272941678872,HighSchool,married,,617.6249134808058,72544.00335486945,0
26,38735.356906913024,,PostGradute,Married,Salaried,719.9955780115697,38057.15055210071,1
30,18648.034787672626,7179.591379131379,Graduate,Married,Salaried,662.9663192645558,12233.332607440618,0
45,47123.238047725616,17953.403252157892,HighSchool,Single,Salaried,566.7941926011385,43392.6702916305,0
45,62965.58623240507,9141.218309803508,Graduate,Single,Unemployed,694.1616073338669,53766.93960898844,0
45,15915.5871104023,-11688.99903421868,Graduate,married,Salaried,570.036763697361,13162.959089523934,0
78,26683.316697955106,-2860.1836824505026,HighSchool,Single,Salaried,634.6489751193624,25189.87970403286,0
45,6498.947976070027,480.9139716682446,HighSchool,Single,Salaried,678.1638277288239,6250.290251770319,0
51,9992.678386106936,4079.251908273499,HighSchool,Married,Salaried,710.6852940009368,7669.308110469845,0
49,57146.68463130851,39527.90203395675,HighSchool,Married,,533.10378811696,55956.10190133377,1
46,10010.328074182362,-10629.032251134704,HighSchool,Married,Self-Employed,685.5795053735349,10248.806898033434,0
36,37239.224986605004,14973.071966592835,HighSchool,Single,Salaried,693.0862320025234,34930.43041859074,0
47,61729.54997198428,31655.502346751557,HighSchool,Single,Salaried,622.1492265920936,55513.81980982954,0
32,5651.544176023522,24502.431281519544,HighSchool,Single,Salaried,654.5454544717174,10710.185715114889,1
37,41886.94362840734,11813.246558386734,HighSchool,Divorced,Salaried,497.40141363293276,41724.03248814994,0
35,14823.548004624206,10559.967872868754,HighSchool,Single,Salaried,512.6009842596044,8901.826284933019,0
40,,,HighSchool,Married,Self-Employed,705.4266360004127,,0
63,33038.418566340355,11867.832945555747,PostGradute,Married,Salaried,623.0552385507016,35763.96582278672,0
21,81992.93587176796,20721.90304197846,HighSchool,Divorced,Salaried,632.6893884248931,77485.46528171867,0
46,39950.562499680556,,Graduate,Divorced,Salaried,661.7338201847014,37877.5977443235,0
23,2219.1524639933064,-24540.059663864024,HighSchool,Single,Self-Employed,631.7033894611563,-8186.158556122424,0
35,50140.299178717614,22514.69010009049,PostGradute,Single,Self-Employed,627.0653933231525,43416.078836498105,1
50,151210.02600623664,23362.312375185124,HighSchool,Married,Self-Employed,669.7244530955024,147867.99678768805,1
40,46016.42113769123,13524.608414805882,PostGradute,Single,Self-Employed,575.2231871160305,39802.484089793965,0
29,85515.11073538645,33029.215019880205,Graduate,Married,Self-Employed,707.9958825930297,80440.14558771024,0
32,107797.32650770167,18570.379393586787,HighSchool,Married,Salaried,638.4874987562823,98114.35953198775,0
46,12943.703291825012,-1996.8279573965983,PostGradute,Divorced,Unemployed,599.7170749629563,13450.596051392411,0
32,11915.704709007789,24405.721578879507,Graduate,Single,Salaried,592.9895157738835,13288.632249271857,1
42,47206.35323547652,294.5863315743409,HighSchool,Divorced,Salaried,652.1325943227662,46948.40888237861,0
40,26468.87161667886,1294.564508584941,Graduate,Single,Self-Employed,634.6821145110812,19448.623237811415,0
33,91585.7491084462,40500.738862838836,PostGradute,Married,Salaried,572.557996274062,87539.97218720666,1
61,115140.81768564279,29331.488770312062,HighSchool,Married,Unemployed,619.9082447310932,117266.62560797008,0
46,21803.023921175736,8687.001848365682,HighSchool,Married,Salaried,609.5400498558591,24455.316417540253,0
19,13516.380730422154,-9307.801237761809,Graduate,Married,Unemployed,713.0928268260435,13307.217874356491,0
41,75825.96478962243,2810.620006962018,Graduate,Divorced,Unemployed,656.5226207485871,62379.794840786104,0
33,16065.806136708288,627.5555479340683,PostGradute,Divorced,,728.4669714185279,14015.7334393239,0
48,86471.44627595175,10263.133926747643,Graduate,Divorced,Unemployed,614.5012887816371,90379.70186539221,0
32,27559.66503777051,12242.526898317608,HighSchool,Single,Unemployed,635.4434055627985,32774.71596594747,0
38,55063.27516026851,22037.498367152006,PostGradute,Divorced,Self-Employed,669.3276612617857,54617.203026187395,0
21,5020.60086455629,-15996.026089472696,HighSchool,Married,Salaried,680.2066305287017,1172.918760854534,0
48,48889.60345326871,28995.14113383158,HighSchool,Single,Salaried,686.0495536226483,46706.518192832526,0
27,30052.80689813925,8575.587563636009,Graduate,Single,Self-Employed,605.6095223783262,32417.570720159914,0
36,44168.00520333024,18438.41806002139,Graduate,Single,,607.0160431504703,46662.30091131005,0
35,9196.995746157896,8023.086161627714,HighSchool,Single,Self-Employed,632.2289864256412,10300.247487079147,0
33,66756.06523742664,31992.16685746231,Graduate,Married,Unemployed,724.0453432042799,67693.46038914355,0
57,99314.71316059388,47812.440375569655,HighSchool,married,Unemployed,599.9658408284232,94055.51460424997,0
44,12214.516334426968,18696.85382569368,HighSchool,Married,Salaried,623.6537496921673,11089.25720225229,0
27,5030.510563140048,7422.501894583536,Graduate,Married,Salaried,686.4928957211594,2484.4099261230344,0
49,1196.1229965786995,-627.4470134435494,HighSchool,married,Salaried,683.817713237441,3259.001008591422,0
61,51357.134402479365,34713.73999090775,HighSchool,Single,Salaried,677.770918390896,53790.9790435245,0
50,,,HighSchool,Divorced,Self-Employed,654.0421790389651,,0
24,39559.77066917829,16834.65792327698,PostGradute,Married,,596.7433189225133,31491.599728958827,0
35,13194.83314706444,-10475.365181207177,HighSchool,Married,Self-Employed,615.4612035548932,6712.719913846836,0
52,24789.13325326026,-1926.5368897153767,HighSchool,Single,Salaried,706.3245087964475,29067.87600815957,1
32,45128.8023769661,23371.583164994674,Graduate,Married,Salaried,688.6818666627871,43755.22632704,0
44,34335.0857495958,11293.034737820326,HighSchool,Single,Salaried,583.2507546112267,33696.5722194993,1
47,220256.65816906633,22553.787751448835,HighSchool,Married,Self-Employed,693.4728814852411,210209.39842906312,0
30,7334.580630766366,3281.1017500814687,Graduate,Single,Salaried,715.4389219382168,15726.049107095867,0
39,59395.87812102318,40916.587047375484,HighSchool,Divorced,Salaried,652.6915394356836,54194.66012419242,0
7,25902.48004051997,18887.546259746174,PostGradute,Single,Salaried,671.3140590339804,30190.526716874683,0
29,27948.266282585788,-6340.574313840476,HighSchool,Single,Salaried,700.5742592788105,27718.88809005733,0
37,63221.14307095265,6900.6853587970945,HighSchool,Married,Unemployed,615.2141801918799,52057.52102107975,0
27,58953.62876599073,18534.895232740313,HighSchool,Single,Salaried,766.479890231074,51881.6859276281,1
56,236969.34039321847,56730.74748951047,HighSchool,Married,Salaried,711.1538989323266,222085.72045507783,1
25,6870.906206829155,-1960.1105268120123,Graduate,married,Salaried,676.2014073601731,11992.900968818281,0
35,5496.862502032771,-2098.239711132086,HighSchool,Married,Salaried,648.2746077907644,11358.508410894017,1
41,64429.138283677115,-4392.956667525914,HighSchool,Single,Self-Employed,674.7388722306873,62976.95062338495,1
54,43183.362523399024,14240.410055658622,Graduate,Married,Self-Employed,571.9858750667778,38410.32799882259,1
25,16021.329622501307,-3529.036445468291,Graduate,Married,Salaried,754.1043883954809,10665.357561125053,0
51,4137.534367389873,-28259.327225116813,HighSchool,Divorced,Self-Employed,706.4445786721175,9618.562742328382,0
40,4477.543553195397,22417.120454254415,HighSchool,Single,Salaried,723.2006798401128,-2169.095669044661,0
30,112305.92562327946,41590.889237139134,HighSchool,Married,Self-Employed,651.5378581841846,106171.17792087741,0
44,10651.4515929982,1550.7137388455708,HighSchool,Married,Salaried,631.9855401960186,21941.235064948327,1
41,19531.64964737904,6509.0954964204,HighSchool,Single,Salaried,616.2846398324862,15956.131224821818,0
33,12851.591504781665,-8780.406405708007,Graduate,Single,Self-Employed,690.6787304423403,5850.520781147014,0
40,21924.961740521037,21080.097911807585,PostGradute,Married,Unemployed,624.3726460171864,12001.423527004094,1
